"","median_income","produce_quantity_bins","number of retailers","percent","geom"
"1","110,001 - 145,000","0 to 10",20,21.2765957446809,c(-122.4137649, -122.4162622, -122.4096874, -122.4097974, -122.408079, -122.4096002, -122.4141072, -122.4163976, -122.421036, -122.4228752, -122.4231975, -122.4208728, -122.4113092, -122.4109033, -122.4099817, -122.408964, -122.4074748, -122.4066377, -122.4061099, -122.4085215, 37.7712706, 37.7728693, 37.7561159, 37.757699, 37.7591124, 37.7591241, 37.7556011, 37.7573374, 37.7535396, 37.7536892, 37.7521471, 37.751953, 37.7544332, 37.7528559, 37.7529744, 37.7526963, 37.7527332, 37.7530482, 37.7533313, 
37.749518)
"2","110,001 - 145,000","11 to 20",1,1.06382978723404,c(-122.4080016, 37.7530386)
"3","110,001 - 145,000","31 to 40",3,3.19148936170213,c(-122.4161985, -122.4088202, -122.406154, 37.7700385, 37.753085, 37.7542058)
"4","110,001 - 145,000","41 to 50+",7,7.4468085106383,c(-122.4161734, -122.4153147, -122.4093844, -122.4126587, -122.4229015, -122.4112871, -122.4107118, 37.7676187, 37.7691136, 37.7669956, 37.7639786, 37.7486354, 37.7525223, 37.7529598)
"5","145,001 - 180,000","0 to 10",6,6.38297872340426,c(-122.4236299, -122.4216185, -122.4239275, -122.4234492, -122.4233427, -122.4215189, 37.761758, 37.7599395, 37.7600922, 37.7598963, 37.7584754, 37.7586205)
"6","145,001 - 180,000","11 to 20",1,1.06382978723404,c(-122.4230496, 37.75531002)
"7","145,001 - 180,000","41 to 50+",1,1.06382978723404,c(-122.4247155, 37.7613327)
"8","40,000 - 75,000","0 to 10",8,8.51063829787234,c(-122.4213088, -122.419362, -122.4218616, -122.421707, -122.419558, -122.4209152, -122.4207889, -122.4203596, 37.7730646, 37.7681538, 37.7666618, 37.7647523, 37.766098, 37.7647588, 37.7651369, 37.7652736)
"9","40,000 - 75,000","41 to 50+",4,4.25531914893617,c(-122.419362, -122.4194416, -122.4191027, -122.4201582, 37.7635746, 37.7646137, 37.765326, 37.7652085)
"10","75,001 - 110,000","0 to 10",25,26.5957446808511,c(-122.4227197, -122.4242687, -122.4245809, -122.4225559, -122.4226229, -122.4236532, -122.4198045, -122.4179462, -122.4188864, -122.4195833, -122.4209525, -122.4187488, -122.418442, -122.4189859, -122.4186608, -122.4194513, -122.417194, -122.4161605, -122.4136101, -122.4183566, -122.4181232, -122.4150062, -122.4139567, -122.4132844, -122.4129157, 37.7717427, 37.77088, 37.7665343, 37.7697382, 37.7647287, 37.7647099, 37.7628801, 37.7602123, 37.758797, 37.7607887, 37.7568092, 37.7571815, 37.7539694, 
37.7540283, 37.7526574, 37.7519974, 37.7489006, 37.7492673, 37.7494437, 37.7488937, 37.750812, 37.7522778, 37.7527697, 37.7526838, 37.7526736)
"11","75,001 - 110,000","11 to 20",1,1.06382978723404,c(-122.4202764, 37.7552185)
"12","75,001 - 110,000","21 to 30",3,3.19148936170213,c(-122.4221052, -122.4184203, -122.4142454, 37.7651138, 37.7492191, 37.7510196)
"13","75,001 - 110,000","41 to 50+",14,14.8936170212766,c(-122.4183769, -122.4195369, -122.4191629, -122.4195756, -122.42097, -122.4185214, -122.4188054, -122.4205147, -122.4185656, -122.4179217, -122.4180347, -122.4182559, -122.4163055, -122.4159773, 37.7545694, 37.7603666, 37.7623886, 37.7616816, 37.7570345, 37.7564239, 37.7537401, 37.7522495, 37.7514207, 37.7492033, 37.7504668, 37.7528565, 37.7539139, 37.7530915)
